Ratings,Reviews,Ratings
0,Got it last week and can’t connect to phone i have deleted app reinstalled it and still keeps telling me that it’s not connected uggggg,2
1,"I love my Fitbit. I check it for everything sleep, heart rate, water, food, steps etc. It is easy and so many things you can do with it.",5
1,Love everything about my fitbit,5
1,Haven't tried swimming with it I'm too scared 😱.but I love it..nice features,5
1,It works but not sure with sleep tracking and also calories. Calories shows a bit too much .,5
0,"My sister, niece and I all got one. Mine can’t do the voice response and although Strava is preloaded it won’t track from the watch. It just displays past runs. I’ve never been so disappointed with an item. I had a perfectly working charge 2. This is no upgrade. The FITBIT customer service says that it just doesn’t work with iPhone. I want to return this piece of 💩",2
1,I am obsessed with this fitness tracker. Love checking my sleep and the amount of steps I take a day.,5
1,One of the best things I could have bought for myself.,5
1,Love this device! I have found it to be very accurate and the data actually encourages me to do more.,5
0,The touchscreen freezes and I have to restart my Versa 2 several times throughout the day.,2
1,I got the Bourduex color and its beautiful with the colorful covers. The only thing is the charger for this one is funny. The port comes out the back so it wont lay flat.,5
1,I bought this for my mother for Christmas and she loves it. She is not very tech savvy but has no issues using it. She loves that it automatically tracks her walks and sleep.,5
1,"The product was just as described. Fast shipping, well protected.",5
1,Love it. Let’s me know information all at once,5
1,I can’t rate the different specifics. Got it for an employee who retired. She loves it!,5
1,Love it! Wanted something more simple than an Apple Watch. Pretty good for tracking exercise!,5
0,Both broke after six months. The one would not pair with my Apple phone. Customer service was terrible!,1
1,I really like the ap that works with it. Only thing that would improve it is built in gps for times I don't want my phone on me.,4
1,My favorite feature for the Fitbit Versa 2 is Alexa Built-In. It is so convenient to set schedules and check notification.,4
1,"This Versa 2 is now my watch, step tracker, exercise monitor, health checker, weather checker and phone message gate keeper. Comfortable and attractive. Long battery charge. Bright and easy to read. Fun watch faces. LOVE it!",5
0,"If I could give it no stars, I would. This thing will not hold a charge and I’m sending it back.",1
1,Please note this was a gift I gave my wife. She loves it and based on her comments I gave it all 5 stars. I am personally an Apple Watch person.,5
1,It was a Christmas surprise for my husband and he loves it.,4
1,I bought this for my wife and she absolutely loves it. She has had other Fitbits and other brand trackers before but would never wear them. She wears this one every day.,5
1,I use this device to track my miles walked. It works well,5
0,"I bought this for husband for his birthday, it won't stay charged for only 2 days and it keeps going off showing only fitbit logo ,keep pressing button finally clock face appears, constantly doing this. I own a fitbit and have no issues , this one sucks.",1
1,"I love this fitbit. I love that I can see my messages, reply to them, track everything, and still be fashionable at the same time.",5
1,Routinely disconnects from my phone. The app is not great and has ruined the experience of this watch for me,3
1,So far sooo good! Will update review after I have used for a bit! Loving the workweek hustle challenge with my coworkers!,4
1,Bought for my wife. She has had 2 other fitbits. She likes this one the best by far.,5
1,"I enjoy my versa 2. So far the only issue I have is it has trouble syncing at times with my phone. I also wish I could use spotify on it without having to have my phone around. Other than that, it works well and battery life is great! I will say the best features is the sleep tracking and the battery life.",4
1,I love my watch!!!!! It is exactly what I wanted! Step counter is amazing along with the heart rate it is all around amazing!,5
0,Stop working. I am very disappointed.,1
1,"For the price it's a solid smart watch. You can find better watches for more, but this is great. I use it to listen to music as I exercise, and I can easily reply to test through voice command.",4
0,I have had Fitbit for years. This is the worst battery life I've ever experienced,2
0,Stopped working after about 3 monthsSays 100% charged when attached to the charger but when taken off it won’t turn onBefore that it was great,2
1,I love it!!! No issues so far. I haven't really played with it yet. I just wear it to track my steps and heart rate.,5
0,Only lasted 3 months. Now cant get replacement from Amazon or get ahold of Fitbit. Apparently they are closed until COVID passes.,1
1,Loving my new Fitbit Versa 2. I purchased the Versa as an upgrade from the Fitbit Charge 2 that stopped working after 6 months. Crossing my fingers.,5
1,"Exceeded my expectations. We had an earlier, smaller, FitBit but it was hard to read. The numbers for the time are large and bright and the resolution for the smaller text is clearer.",5
